,bid2val,episode,Y_std,Y_min,Y_max,N,alpha,gamma,egreedy,asynchronous,design,feedback,num_actions,decay
16,0.9991,249999,0.009444045743218317,0.9,1.0,2,0.01,0.0,1,1,0,1,11,0.99995
17,0.9984,249999,0.028238980151556462,0.2,1.0,2,0.01,0.95,1,1,0,0,6,0.9999
18,0.8000000000000002,90000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,0,1,1,1,6,0.9999
19,1.0,50000,0.0,1.0,1.0,4,0.1,0.0,1,1,0,1,6,0.9999
20,0.9003000000000002,249999,0.005469003565550125,0.9,1.0,4,0.01,0.0,1,0,1,1,11,0.9999
21,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,1,6,0.99995
22,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,0,11,0.9999
23,0.8008000000000002,249999,0.0126237870704476,0.8,1.0,2,0.01,0.0,1,1,1,0,6,0.9999
24,0.9021000000000002,249999,0.014338409953687334,0.9,1.0,4,0.1,0.95,1,1,1,1,11,0.9999
25,0.8034000000000001,249999,0.02585420662097369,0.8,1.0,4,0.1,0.95,0,0,1,1,6,0.99995
26,1.0,50000,0.0,1.0,1.0,4,0.01,0.0,1,0,0,1,11,0.9999
27,0.9022000000000001,249999,0.04511274764409723,0.4,1.0,4,0.1,0.0,0,0,1,1,11,0.99995
28,0.9000000000000002,150000,2.220446049250313e-16,0.9,0.9,2,0.01,0.0,1,1,1,0,11,0.99995
29,1.0,100000,0.0,1.0,1.0,2,0.01,0.95,1,0,0,1,11,0.99995
30,0.984,249999,0.04543126676640218,0.5,1.0,2,0.1,0.95,0,0,0,0,11,0.99995
31,0.9052000000000002,249999,0.026701310829245813,0.7,1.0,4,0.01,0.95,0,1,1,1,11,0.99995
32,0.9090000000000003,249999,0.033749074061372404,0.5,1.0,4,0.01,0.0,0,1,1,0,11,0.9999
33,1.0,50000,0.0,1.0,1.0,2,0.1,0.95,0,1,0,0,6,0.9999
34,1.0,100000,0.0,1.0,1.0,2,0.01,0.0,0,1,0,1,6,0.99995
35,0.8046000000000001,249999,0.029980660433019144,0.8,1.0,4,0.01,0.0,0,1,1,0,6,0.9999
36,0.9098000000000002,249999,0.04498844296038705,0.2,1.0,4,0.01,0.0,0,0,1,1,11,0.99995
37,1.0,50000,0.0,1.0,1.0,2,0.01,0.0,0,1,0,0,6,0.9999
38,0.9072000000000002,249999,0.04458878782833191,0.5,1.0,4,0.1,0.0,0,0,1,1,11,0.9999
39,1.0,100000,0.0,1.0,1.0,4,0.01,0.95,0,1,0,0,6,0.99995
40,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,0,1,0,1,6,0.9999
41,0.8000000000000002,60000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,0,1,1,0,6,0.9999
42,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,0,0,0,0,11,0.9999
43,1.0,100000,0.0,1.0,1.0,2,0.01,0.95,0,1,0,1,6,0.99995
44,0.8008000000000002,249999,0.012623787070447602,0.8,1.0,4,0.01,0.0,1,1,1,0,6,0.99995
45,1.0,50000,0.0,1.0,1.0,2,0.1,0.95,0,1,0,0,6,0.9999
46,0.9992000000000001,249999,0.012623787070447595,0.8,1.0,2,0.01,0.0,1,1,0,0,6,0.9999
47,0.8000000000000002,60000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,0,1,1,1,6,0.9999
48,0.9122000000000001,249999,0.04112371578541996,0.5,1.0,4,0.1,0.0,0,1,1,1,11,0.99995
49,1.0,50000,0.0,1.0,1.0,4,0.1,0.0,0,1,0,0,11,0.9999
50,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,1,1,0,0,6,0.9999
0,1.0,100000,0.0,1.0,1.0,4,0.01,0.0,1,1,0,1,6,0.99995
1,0.8415000000000001,249999,0.1013299067403104,0.3,1.0,2,0.1,0.0,0,0,1,0,11,0.99995
2,1.0,100000,0.0,1.0,1.0,2,0.01,0.95,0,1,0,1,6,0.99995
3,1.0,50000,0.0,1.0,1.0,2,0.01,0.95,0,1,0,1,11,0.9999
4,0.8044000000000001,249999,0.029336666477294247,0.8,1.0,4,0.01,0.0,0,0,1,0,6,0.9999
5,0.8002000000000001,249999,0.006321392251711642,0.8,1.0,2,0.1,0.95,1,0,1,1,6,0.99995
6,0.9000000000000002,220000,2.220446049250313e-16,0.9,0.9,4,0.1,0.0,1,0,1,1,11,0.99995
7,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,0,6,0.9999
8,0.8000000000000002,100000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.0,0,0,1,0,6,0.99995
9,0.8996000000000003,249999,0.015486768546084747,0.7,1.0,2,0.01,0.0,0,1,1,0,11,0.99995
10,0.8026000000000001,249999,0.022654800815721153,0.8,1.0,4,0.01,0.0,1,0,1,0,6,0.9999
11,0.9077000000000003,249999,0.03647889800967129,0.5,1.0,4,0.01,0.0,0,0,1,1,11,0.9999
12,1.0,50000,0.0,1.0,1.0,2,0.01,0.0,1,0,0,0,11,0.9999
13,1.0,100000,0.0,1.0,1.0,2,0.1,0.0,0,1,0,0,6,0.99995
14,0.9972000000000001,249999,0.030201986689620267,0.4,1.0,2,0.1,0.95,1,0,0,1,11,0.9999
15,1.0,50000,0.0,1.0,1.0,4,0.01,0.0,0,1,0,0,11,0.9999
16,0.9003000000000003,249999,0.005469003565550124,0.9,1.0,4,0.01,0.0,1,1,1,0,11,0.99995
17,0.9077000000000003,249999,0.0383498370270331,0.4,1.0,4,0.01,0.0,0,1,1,1,11,0.99995
18,0.8008000000000002,249999,0.0126237870704476,0.8,1.0,2,0.01,0.0,1,0,1,0,6,0.99995
19,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,0,0,0,6,0.9999
20,1.0,50000,0.0,1.0,1.0,4,0.01,0.0,0,0,0,1,11,0.9999
21,0.8006000000000001,249999,0.01093800713110025,0.8,1.0,4,0.01,0.95,1,0,1,1,6,0.99995
22,0.9841,249999,0.04401352064990938,0.6,1.0,2,0.1,0.0,0,0,0,1,11,0.99995
23,0.8552000000000002,249999,0.07164467879752132,0.3,1.0,2,0.1,0.95,1,0,1,0,11,0.99995
24,0.989,249999,0.04731807265728392,0.6,1.0,2,0.1,0.95,0,0,0,1,6,0.9999
25,1.0,50000,0.0,1.0,1.0,2,0.01,0.0,1,0,0,0,6,0.9999
26,0.9992000000000001,249999,0.012623787070447604,0.8,1.0,2,0.1,0.0,1,1,0,1,6,0.9999
27,0.9863000000000001,249999,0.043385596688301976,0.5,1.0,2,0.01,0.0,0,0,0,0,11,0.99995
28,0.8068000000000002,249999,0.05112494498774546,0.2,1.0,2,0.1,0.95,1,0,1,0,11,0.9999
29,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,0,6,0.99995
30,0.8054000000000001,249999,0.03241666238217623,0.8,1.0,4,0.1,0.0,0,0,1,1,6,0.99995
31,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,1,0,0,0,6,0.9999
32,0.8938000000000001,249999,0.04838966831876408,0.2,1.0,2,0.01,0.0,0,0,1,1,11,0.99995
33,0.9000000000000002,60000,2.220446049250313e-16,0.9,0.9,4,0.1,0.95,1,0,1,1,11,0.9999
34,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,0,0,0,1,6,0.9999
35,0.8014000000000001,249999,0.016674531477675766,0.8,1.0,4,0.1,0.0,1,1,1,1,6,0.9999
36,0.8259000000000001,249999,0.062283143787063275,0.2,0.9,2,0.1,0.0,1,0,1,1,11,0.99995
37,0.8000000000000002,249999,0.01788854381999832,0.6,1.0,2,0.01,0.95,1,1,1,1,6,0.99995
38,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,0,0,0,1,11,0.9999
39,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,0,1,0,1,6,0.99995
40,0.8008000000000002,249999,0.0126237870704476,0.8,1.0,4,0.1,0.0,1,0,1,0,6,0.9999
41,0.8014000000000001,249999,0.016674531477675766,0.8,1.0,4,0.1,0.0,1,0,1,1,6,0.99995
42,0.8006000000000001,249999,0.010938007131100248,0.8,1.0,4,0.01,0.0,1,1,1,1,6,0.9999
43,0.9972000000000001,249999,0.036223749115738973,0.3,1.0,2,0.01,0.0,1,1,0,0,11,0.99995
44,0.8012,249999,0.015445387661046254,0.8,1.0,2,0.1,0.0,1,1,1,0,6,0.99995
45,0.4030000000000001,249999,0.03508560958569767,0.4,1.0,2,0.1,0.95,1,1,1,0,11,0.99995
46,0.9955999999999999,249999,0.041720977936764624,0.4,1.0,2,0.1,0.0,1,1,0,0,6,0.9999
47,0.8000000000000002,90000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,1,0,1,0,11,0.9999
48,1.0,100000,0.0,1.0,1.0,2,0.01,0.95,1,0,0,0,6,0.99995
49,1.0,100000,0.0,1.0,1.0,4,0.01,0.95,0,0,0,0,6,0.99995
50,0.9003000000000002,249999,0.005469003565550125,0.9,1.0,4,0.01,0.0,1,0,1,1,11,0.99995
51,1.0,50000,0.0,1.0,1.0,2,0.01,0.95,0,1,0,1,11,0.9999
52,0.8000000000000002,120000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.0,1,0,1,1,6,0.9999
53,0.4688000000000001,249999,0.2505724645686353,0.2,1.0,2,0.1,0.95,1,1,1,1,6,0.99995
54,0.8018000000000002,249999,0.01888809148643663,0.8,1.0,4,0.01,0.0,1,1,1,1,6,0.99995
55,0.9873,249999,0.03832375242587813,0.7,1.0,2,0.01,0.95,0,0,0,0,11,0.9999
56,0.9865,249999,0.039594822893908733,0.6,1.0,2,0.01,0.0,0,0,0,0,11,0.99995
57,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,0,11,0.99995
58,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,0,0,0,0,6,0.9999
59,0.8012,249999,0.015445387661046252,0.8,1.0,4,0.01,0.0,1,1,1,0,6,0.99995
60,1.0,50000,0.0,1.0,1.0,2,0.01,0.0,0,1,0,1,6,0.9999
61,1.0,100000,0.0,1.0,1.0,2,0.01,0.0,0,1,0,1,6,0.99995
62,0.9859,249999,0.04279240586833135,0.5,1.0,2,0.01,0.0,0,0,0,0,11,0.99995
63,0.8006000000000001,249999,0.010938007131100248,0.8,1.0,2,0.1,0.0,1,1,1,0,6,0.99995
64,0.8000000000000002,50000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.95,0,0,1,0,6,0.9999
65,0.9002000000000002,249999,0.004467661580737734,0.9,1.0,4,0.01,0.95,1,1,1,0,11,0.99995
66,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,1,0,0,0,11,0.99995
67,0.9003000000000002,249999,0.005469003565550125,0.9,1.0,4,0.01,0.95,1,1,1,1,11,0.99995
68,1.0,100000,0.0,1.0,1.0,4,0.01,0.0,0,0,0,0,6,0.99995
69,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,0,0,0,1,11,0.99995
70,0.8186000000000002,249999,0.058086487241009836,0.8,1.0,4,0.1,0.0,0,1,1,0,6,0.9999
71,0.9000000000000002,80000,2.220446049250313e-16,0.9,0.9,2,0.01,0.0,1,1,1,0,11,0.9999
72,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,0,1,0,0,11,0.9999
73,0.8000000000000002,50000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.95,0,1,1,1,6,0.9999
74,0.9980999999999999,249999,0.0246249873096414,0.3,1.0,2,0.1,0.0,1,1,0,1,11,0.99995
75,0.9964,249999,0.048031656227950324,0.0,1.0,2,0.1,0.95,1,0,0,0,6,0.99995
76,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,0,0,0,0,6,0.99995
0,0.9003000000000002,249999,0.005469003565550125,0.9,1.0,4,0.01,0.0,1,0,1,1,11,0.99995
1,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,1,0,0,1,11,0.99995
2,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,0,1,0,0,6,0.99995
3,0.9000000000000002,230000,2.220446049250313e-16,0.9,0.9,4,0.1,0.95,1,0,1,0,11,0.99995
4,0.99,249999,0.044497190922573975,0.6,1.0,2,0.01,0.0,0,0,0,0,6,0.99995
5,0.9099,249999,0.03566496880693995,0.6,1.0,4,0.01,0.95,0,0,1,1,11,0.99995
0,0.8018000000000002,249999,0.01888809148643663,0.8,1.0,4,0.1,0.0,1,0,1,1,6,0.9999
1,1.0,50000,0.0,1.0,1.0,4,0.1,0.0,0,0,0,1,6,0.9999
2,1.0,100000,0.0,1.0,1.0,4,0.01,0.95,1,0,0,1,11,0.99995
3,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,0,1,0,0,11,0.9999
4,0.8070000000000002,249999,0.0367559518989782,0.8,1.0,4,0.1,0.95,1,1,1,1,6,0.99995
5,0.9074000000000002,249999,0.0372188124474707,0.5,1.0,4,0.1,0.0,0,0,1,0,11,0.99995
6,1.0,50000,0.0,1.0,1.0,2,0.01,0.0,1,0,0,1,11,0.9999
7,0.9003000000000002,249999,0.005469003565550124,0.9,1.0,4,0.1,0.95,1,0,1,1,11,0.9999
8,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,0,0,1,11,0.9999
9,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,0,6,0.99995
10,1.0,100000,0.0,1.0,1.0,4,0.01,0.0,1,1,0,0,11,0.99995
11,0.9083000000000002,249999,0.039510884576278466,0.3,1.0,4,0.01,0.95,0,0,1,1,11,0.99995
12,0.9000000000000002,90000,2.220446049250313e-16,0.9,0.9,2,0.01,0.95,1,0,1,1,11,0.9999
13,0.8967000000000003,249999,0.03096950112610792,0.4,1.0,2,0.01,0.0,0,1,1,1,11,0.99995
14,0.6999999999999998,50000,1.1102230246251565e-16,0.7,0.7,2,0.01,0.95,0,1,1,1,11,0.9999
15,0.8988000000000002,249999,0.026805969484426408,0.4,1.0,2,0.01,0.0,0,1,1,0,11,0.9999
16,0.9872000000000001,249999,0.04895058733049073,0.8,1.0,2,0.1,0.0,0,0,0,0,6,0.9999
17,0.998,249999,0.023151673805580447,0.5,1.0,2,0.01,0.0,1,1,0,0,11,0.9999
18,0.8014000000000001,249999,0.016674531477675766,0.8,1.0,4,0.01,0.0,1,1,1,0,6,0.99995
19,0.984,249999,0.06296030495478878,0.3,1.0,2,0.1,0.0,1,1,0,1,11,0.99995
20,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,1,0,0,1,6,0.99995
21,0.9865,249999,0.04251764339659478,0.5,1.0,2,0.01,0.95,0,0,0,0,11,0.99995
22,0.8000000000000002,200000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,1,1,1,0,6,0.9999
23,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,1,1,0,1,6,0.99995
24,0.20890000000000003,249999,0.07436928129274882,0.2,1.0,2,0.01,0.95,1,1,1,0,11,0.99995
25,0.8164000000000002,249999,0.05487294415283364,0.8,1.0,4,0.1,0.0,0,1,1,1,6,0.9999
26,0.8000000000000002,170000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.0,1,0,1,0,6,0.99995
27,0.8000000000000002,70000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.0,1,1,1,1,6,0.9999
28,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,0,1,0,0,11,0.99995
29,1.0,50000,0.0,1.0,1.0,4,0.1,0.0,0,0,0,1,6,0.9999
30,1.0,100000,0.0,1.0,1.0,4,0.01,0.0,0,1,0,0,6,0.99995
31,0.9000000000000002,210000,2.220446049250313e-16,0.9,0.9,4,0.1,0.0,1,0,1,0,11,0.99995
32,1.0,50000,0.0,1.0,1.0,4,0.01,0.0,1,0,0,1,6,0.9999
33,0.8000000000000002,170000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.95,0,1,1,0,6,0.99995
34,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,1,0,0,0,11,0.9999
35,1.0,50000,0.0,1.0,1.0,4,0.01,0.0,1,0,0,1,11,0.9999
36,1.0,50000,0.0,1.0,1.0,4,0.01,0.0,1,1,0,1,6,0.9999
37,0.9121000000000001,249999,0.046728898981251404,0.3,1.0,4,0.1,0.0,0,1,1,0,11,0.9999
38,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,1,1,0,0,11,0.99995
39,0.8000000000000002,110000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.95,1,0,1,1,6,0.9999
40,1.0,50000,0.0,1.0,1.0,4,0.1,0.0,1,1,0,1,11,0.9999
41,1.0,50000,0.0,1.0,1.0,4,0.01,0.0,1,1,0,0,6,0.9999
0,1.0,50000,0.0,1.0,1.0,4,0.01,0.95,1,1,0,1,6,0.9999
1,0.9832000000000001,249999,0.04937367719747031,0.4,1.0,2,0.1,0.95,0,0,0,0,11,0.99995
2,0.9977999999999999,249999,0.037351840650763114,0.0,1.0,2,0.1,0.95,1,0,0,1,6,0.99995
3,0.8042,249999,0.02867681990737466,0.8,1.0,4,0.1,0.0,0,0,1,0,6,0.99995
4,0.984,249999,0.04386342439892261,0.5,1.0,2,0.1,0.0,0,0,0,0,11,0.99995
5,0.8092000000000001,249999,0.04189701660023061,0.8,1.0,4,0.1,0.95,1,1,1,0,6,0.99995
6,0.9984000000000001,249999,0.017816845961056066,0.8,1.0,2,0.01,0.0,1,1,0,1,6,0.99995
7,0.4000000000000001,100000,5.551115123125783e-17,0.4,0.4,2,0.1,0.95,0,1,1,1,11,0.99995
8,1.0,100000,0.0,1.0,1.0,4,0.01,0.95,1,1,0,1,11,0.99995
9,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,0,0,1,11,0.9999
10,0.8046000000000001,249999,0.029980660433019144,0.8,1.0,4,0.01,0.0,0,1,1,1,6,0.99995
11,0.8198000000000002,249999,0.0597324032665688,0.8,1.0,4,0.1,0.0,0,1,1,1,6,0.99995
12,1.0,50000,0.0,1.0,1.0,4,0.1,0.0,0,1,0,0,11,0.9999
13,0.9977999999999999,249999,0.0208604889683823,0.8,1.0,2,0.1,0.0,1,1,0,0,6,0.9999
14,1.0,50000,0.0,1.0,1.0,4,0.1,0.0,1,1,0,0,6,0.9999
15,0.8000000000000002,50000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.0,0,1,1,0,6,0.9999
16,0.8989000000000004,249999,0.02165155883533563,0.6,1.0,2,0.01,0.0,0,1,1,0,11,0.9999
17,0.8000000000000002,130000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,1,0,1,0,11,0.99995
18,1.0,50000,0.0,1.0,1.0,2,0.01,0.95,1,0,0,1,11,0.9999
19,0.8014000000000001,249999,0.016674531477675766,0.8,1.0,4,0.01,0.0,1,1,1,0,6,0.99995
20,0.8000000000000002,180000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,1,0,1,1,6,0.9999
21,0.9984000000000001,249999,0.015409088227406578,0.7,1.0,2,0.1,0.95,1,0,0,0,11,0.9999
22,0.997,249999,0.03620773398046334,0.4,1.0,2,0.1,0.95,1,0,0,0,6,0.99995
23,0.8186000000000001,249999,0.04329018364479411,0.4,1.0,2,0.1,0.0,1,0,1,1,11,0.99995
24,0.9000000000000002,150000,2.220446049250313e-16,0.9,0.9,4,0.1,0.0,1,1,1,0,11,0.99995
25,0.9858,249999,0.038449447330228294,0.7,1.0,2,0.01,0.95,0,0,0,0,11,0.9999
26,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,0,0,0,1,11,0.99995
27,0.9004000000000003,249999,0.0063118935352238,0.9,1.0,4,0.01,0.95,1,1,1,1,11,0.9999
28,0.8058000000000002,249999,0.033561287222036044,0.8,1.0,4,0.01,0.95,0,0,1,1,6,0.9999
29,0.8000000000000002,100000,1.1102230246251565e-16,0.8,0.8,2,0.01,0.0,0,1,1,0,6,0.99995
30,1.0,100000,0.0,1.0,1.0,2,0.01,0.0,0,1,0,1,6,0.99995
31,0.8945000000000002,249999,0.04471856437767206,0.1,1.0,2,0.01,0.95,0,0,1,0,11,0.99995
32,1.0,100000,0.0,1.0,1.0,4,0.1,0.95,1,0,0,1,11,0.99995
33,1.0,50000,0.0,1.0,1.0,2,0.01,0.95,0,1,0,0,6,0.9999
34,0.8012000000000001,249999,0.015445387661046252,0.8,1.0,4,0.1,0.0,1,1,1,0,6,0.99995
35,0.8012,249999,0.015445387661046252,0.8,1.0,4,0.01,0.0,1,0,1,0,6,0.99995
36,0.9965999999999999,249999,0.04157451142226449,0.2,1.0,2,0.01,0.95,1,1,0,1,11,0.99995
37,0.9000000000000002,120000,2.220446049250313e-16,0.9,0.9,2,0.01,0.95,1,0,1,0,11,0.99995
