,bid2val,episode,Y_std,Y_min,Y_max,N,alpha,gamma,egreedy,asynchronous,design,feedback,num_actions,decay
38,1.0,100000,0.0,1.0,1.0,4,0.01,0.95,1,0,0,0,6,0.99995
39,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,0,1,0,1,11,0.99995
40,0.8000000000000002,110000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.0,1,1,1,1,6,0.9999
41,0.8008000000000001,249999,0.012623787070447604,0.8,1.0,2,0.1,0.95,1,1,1,1,6,0.99995
42,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,0,0,0,1,6,0.99995
43,1.0,100000,0.0,1.0,1.0,2,0.01,0.0,1,0,0,0,6,0.99995
44,0.8048000000000002,249999,0.03060980235153438,0.8,1.0,4,0.1,0.95,0,0,1,0,6,0.99995
45,0.9084000000000002,249999,0.02773878151613729,0.9,1.0,4,0.01,0.95,0,1,1,1,11,0.9999
46,0.8016000000000001,249999,0.017816845961056062,0.8,1.0,4,0.1,0.0,1,0,1,0,6,0.99995
47,0.9004000000000003,249999,0.006311893535223799,0.9,1.0,4,0.01,0.95,1,1,1,0,11,0.99995
48,1.0,100000,0.0,1.0,1.0,4,0.01,0.0,0,1,0,1,6,0.99995
49,0.8012000000000001,249999,0.015445387661046254,0.8,1.0,4,0.01,0.95,1,0,1,0,6,0.99995
50,0.8048000000000002,249999,0.03060980235153438,0.8,1.0,4,0.1,0.95,0,0,1,1,6,0.9999
51,0.8044000000000001,249999,0.029336666477294247,0.8,1.0,4,0.1,0.95,0,0,1,0,6,0.9999
52,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,0,0,1,11,0.9999
53,0.8006000000000001,249999,0.010938007131100248,0.8,1.0,4,0.01,0.95,1,0,1,1,6,0.9999
54,0.8000000000000002,249999,0.01549193338482967,0.6,1.0,2,0.01,0.0,1,0,1,1,6,0.99995
55,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,0,6,0.9999
56,0.9050000000000002,249999,0.049749371855330994,0.3,1.0,4,0.1,0.0,0,0,1,0,11,0.9999
57,1.0,100000,0.0,1.0,1.0,2,0.1,0.0,0,1,0,1,6,0.99995
58,1.0,100000,0.0,1.0,1.0,4,0.1,0.0,1,1,0,1,6,0.99995
59,1.0,50000,0.0,1.0,1.0,2,0.1,0.95,0,1,0,1,11,0.9999
60,0.9967,249999,0.04217949738913446,0.1,1.0,2,0.1,0.95,1,1,0,0,11,0.9999
61,0.8012,249999,0.015445387661046254,0.8,1.0,2,0.1,0.95,1,0,1,0,6,0.99995
62,1.0,50000,0.0,1.0,1.0,4,0.1,0.95,1,1,0,1,11,0.9999
63,0.39999999999999997,249999,0.15811388300841897,0.2,0.6,2,0.1,0.95,0,1,1,1,11,0.9999
64,0.8028000000000002,249999,0.023498085028359223,0.8,1.0,4,0.1,0.95,1,1,1,0,6,0.99995
65,0.8000000000000002,100000,1.1102230246251565e-16,0.8,0.8,2,0.1,0.95,0,0,1,1,6,0.99995
66,0.6032000000000001,249999,0.30091487168300607,0.3,1.0,2,0.1,0.0,0,1,1,1,11,0.99995
67,0.9005000000000002,249999,0.007053367989832941,0.9,1.0,4,0.01,0.0,1,0,1,1,11,0.99995
